idx,item_id,family,title,r720e_target_sid,r720e_pred1_sid,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_top1_l1,r720e_top10_l1,r720e_top1_l2,r720e_top10_l2,r720e_top1_l3,r720e_top10_l3,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720e_pred1_item_id,r720e_pred1_title,r720e_pred1_family,r720b_target_sid,r720b_pred1_sid,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_top1_l1,r720b_top10_l1,r720b_top1_l2,r720b_top10_l2,r720b_top1_l3,r720b_top10_l3,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,r720b_pred1_item_id,r720b_pred1_title,r720b_pred1_family,orig_align_target_sid,orig_align_pred1_sid,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_top1_l1,orig_align_top10_l1,orig_align_top1_l2,orig_align_top10_l2,orig_align_top1_l3,orig_align_top10_l3,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_align_pred1_item_id,orig_align_pred1_title,orig_align_pred1_family,orig_strong_target_sid,orig_strong_pred1_sid,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_top1_l1,orig_strong_top10_l1,orig_strong_top1_l2,orig_strong_top10_l2,orig_strong_top1_l3,orig_strong_top10_l3,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,orig_strong_pred1_item_id,orig_strong_pred1_title,orig_strong_pred1_family,v2_target_sid,v2_pred1_sid,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_top1_l1,v2_top10_l1,v2_top1_l2,v2_top10_l2,v2_top1_l3,v2_top10_l3
1631,437,tape,"Millrose 70660 Monster Roll PTFE Thread Seal Tape, 1/2-Inch x 260-Inch, Blue",<a_255><b_242><c_214>,<a_67><b_78><c_25>,0,0,0,0,0,0,0,0,0,0,<a_255>,19,0.7368421052631579,other,2096,Bob Smith Industries BSI-157H Maxi Cure/Insta-Set Combo Pack (3 oz. Combined),other,<a_151><b_183><c_106>,<a_50><b_235><c_31>,0,0,0,0,0,0,0,0,0,0,<a_151>,11,0.6363636363636364,tape,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,<a_170><b_4><c_100>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_170><b_4><c_100>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_106><b_111><c_234>,<a_102><b_122><c_97>,0,0,0,0,0,0,0,0,0,0
1632,1043,other,"Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100",<a_172><b_236><c_223>,<a_103><b_225><c_130>,0,0,0,0,0,0,0,0,0,0,<a_172>,24,1.0,other,1454,SOLOOP 100pcs Red Assorted Insulated Female&Male Bullet Butt Connector wire Crimp Terminals,connector_fitting,<a_146><b_151><c_205>,<a_253><b_209><c_199>,0,0,0,0,0,0,0,0,0,0,<a_146>,23,1.0,other,3157,Hilitchi 100pcs 12-10 Gauge Butt Insulated Splice Terminals Electrical Wire Crimp Connectors (Yellow / 12-10AWG),connector_fitting,<a_44><b_71><c_57>,<a_67><b_160><c_1>,0,0,0,0,0,0,0,0,0,0,<a_44>,65,0.9538461538461539,other,3157,Hilitchi 100pcs 12-10 Gauge Butt Insulated Splice Terminals Electrical Wire Crimp Connectors (Yellow / 12-10AWG),connector_fitting,<a_44><b_71><c_57>,<a_67><b_160><c_1>,0,0,0,0,0,0,0,0,0,0,<a_44>,65,0.9538461538461539,other,3157,Hilitchi 100pcs 12-10 Gauge Butt Insulated Splice Terminals Electrical Wire Crimp Connectors (Yellow / 12-10AWG),connector_fitting,<a_252><b_78><c_73>,<a_83><b_83><c_33>,0,0,0,0,0,0,0,0,0,0
1633,114,adhesive_epoxy,"Super Glue 15187 Super Glue, 12-Pack",<a_53><b_159><c_51>,<a_99><b_78><c_115>,0,0,0,0,0,0,0,0,0,0,<a_53>,19,0.9473684210526315,adhesive_epoxy,1370,Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly,other,<a_48><b_120><c_125>,<a_214><b_21><c_46>,0,0,0,0,0,1,0,0,0,0,<a_48>,25,1.0,adhesive_epoxy,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_165><b_214><c_252>,<a_159><b_169><c_154>,0,0,0,0,0,1,0,0,0,0,<a_165>,72,0.8194444444444444,adhesive_epoxy,2180,Jonard Tools Mid Span Slitter (1.2mm-3.3mm),other,<a_165><b_214><c_252>,<a_165><b_149><c_0>,0,0,0,0,1,1,0,0,0,0,<a_165>,72,0.8194444444444444,adhesive_epoxy,311,"Krazy Glue KG517 Purpose Super Glue, Precision Tip, 2 Grams, 2 Count, 1",adhesive_epoxy,<a_65><b_21><c_113>,<a_30><b_152><c_72>,0,0,0,0,0,1,0,0,0,0
1634,2417,gauge_meter,"Heavy Duty Insulation Piercing Test Clip, Fully Insulated Quick Piercing Test Clips Multimeter Test Probe Spring Load",<a_8><b_180><c_71>,<a_170><b_18><c_169>,0,0,0,0,0,0,0,0,0,0,<a_8>,12,0.4166666666666667,other,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,<a_29><b_232><c_138>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_29>,6,0.8333333333333334,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_211><b_90><c_51>,<a_228><b_153><c_2>,0,0,0,0,0,0,0,0,0,0,<a_211>,45,0.6888888888888889,other,2989,Install Bay Heat Shrink 3/16 Inch x 4 Feet,other,<a_211><b_90><c_51>,<a_107><b_93><c_0>,0,0,0,0,0,1,0,0,0,0,<a_211>,45,0.6888888888888889,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_111><b_196><c_147>,<a_8><b_134><c_147>,0,0,0,0,0,0,0,0,0,0
1635,1320,other,"ACM Economy Wash Bottle, LDPE, Squeeze Bottle Medical Label Tattoo (500ml / 16oz / 1 Bottle)",<a_83><b_41><c_194>,<a_246><b_209><c_35>,0,0,0,0,0,0,0,0,0,0,<a_83>,38,0.9210526315789473,other,1602,"STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces",other,<a_201><b_156><c_237>,<a_91><b_47><c_8>,0,0,0,0,0,0,0,0,0,0,<a_201>,13,0.8461538461538461,other,635,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,other,<a_150><b_136><c_216>,<a_30><b_191><c_20>,0,0,0,0,0,0,0,0,0,0,<a_150>,116,0.9482758620689655,other,635,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,other,<a_150><b_136><c_216>,<a_30><b_191><c_20>,0,0,0,0,0,0,0,0,0,0,<a_150>,116,0.9482758620689655,other,635,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,other,<a_50><b_243><c_174>,<a_170><b_21><c_30>,0,0,0,0,0,0,0,0,0,0
1636,2505,other,"100 3/8"" Inch Chrome Steel Bearing Balls G25",<a_44><b_186><c_66>,<a_146><b_91><c_0>,0,0,0,0,0,0,0,0,0,0,<a_44>,26,0.8461538461538461,other,3037,Kamo 5PCS Aluminum Heater Block M6 Specialized for MK7 MK8 Makerbot 3D Printer Extruder,3d_filament,<a_185><b_42><c_4>,<a_9><b_225><c_67>,0,0,0,0,0,0,0,0,0,0,<a_185>,38,0.5526315789473685,other,3097,HICTOP 5 Pcs 100K ohm NTC Thermistors/Temp Sensor for Reprap 3D printer,3d_filament,<a_71><b_104><c_191>,<a_23><b_93><c_3>,0,0,0,0,0,0,0,0,0,0,<a_71>,118,0.8305084745762712,other,3037,Kamo 5PCS Aluminum Heater Block M6 Specialized for MK7 MK8 Makerbot 3D Printer Extruder,3d_filament,<a_71><b_104><c_191>,<a_223><b_72><c_76>,0,0,0,0,0,0,0,0,0,0,<a_71>,118,0.8305084745762712,other,3670,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,<a_58><b_145><c_4>,<a_112><b_35><c_32>,0,0,0,0,0,0,0,0,0,0
1637,2402,other,Elegoo EL-CP-003 3pcs MB-102 Breadboard 830 Point Solderless Prototype PCB Board Kit for Arduino Proto Shield Distribution Connecting Blocks,<a_105><b_5><c_25>,<a_123><b_54><c_63>,0,0,0,0,0,1,0,0,0,0,<a_105>,16,0.75,other,2157,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",3d_filament,<a_143><b_230><c_56>,<a_5><b_117><c_80>,0,0,0,0,0,0,0,0,0,0,<a_143>,10,0.9,other,3266,2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,other,<a_73><b_185><c_122>,<a_73><b_100><c_27>,0,0,0,0,1,1,0,0,0,0,<a_73>,114,0.7105263157894737,other,1778,"Solderless Plug-in BreadBoard, 830 tie-points, 2 Power lanes, 200PTS, 16.5 x 5.4 x 0.85 cm by Haobase",other,<a_73><b_185><c_122>,<a_223><b_126><c_0>,0,0,0,0,0,0,0,0,0,0,<a_73>,114,0.7105263157894737,other,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",3d_filament,<a_222><b_159><c_135>,<a_211><b_35><c_13>,0,0,0,0,0,1,0,0,0,0
1638,2439,other,Pair of 100MHz Oscilloscope Clip Probe for Tektronix HP Scope Test Leads Kit,<a_161><b_242><c_37>,<a_8><b_185><c_218>,0,0,0,0,0,0,0,0,0,0,<a_161>,19,0.7894736842105263,other,388,"Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current",other,<a_193><b_137><c_199>,<a_7><b_184><c_148>,0,0,0,0,0,0,0,0,0,0,<a_193>,18,1.0,other,961,"Fluke TL71 Premium Test Lead Set, Right Angle",other,<a_36><b_133><c_88>,<a_211><b_100><c_25>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_36><b_133><c_88>,<a_108><b_88><c_54>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,2104,"Anderson Metals Brass Garden Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Hose",connector_fitting,<a_89><b_129><c_71>,<a_12><b_151><c_154>,0,0,0,0,0,0,0,0,0,0
1639,395,other,Arctic Silver 5 AS5-3.5G Thermal Paste,<a_114><b_48><c_29>,<a_160><b_8><c_0>,0,0,0,0,0,0,0,0,0,0,<a_114>,10,0.5,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_222><b_45><c_68>,<a_167><b_29><c_228>,0,0,0,1,0,1,0,1,0,1,<a_222>,14,0.5714285714285714,other,1406,"Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100",gauge_meter,<a_79><b_24><c_40>,<a_210><b_156><c_39>,0,0,0,0,0,1,0,0,0,0,<a_79>,60,0.5166666666666667,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_79><b_24><c_40>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_79>,60,0.5166666666666667,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_229><b_166><c_219>,<a_154><b_37><c_0>,0,0,0,0,0,0,0,0,0,0
1640,281,other,SE TL10 10-Piece Test Lead Set with Alligator Clips,<a_68><b_39><c_19>,<a_81><b_152><c_61>,0,0,0,0,0,0,0,0,0,0,<a_68>,19,0.8421052631578947,other,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,<a_36><b_77><c_159>,<a_222><b_45><c_68>,0,0,0,0,0,0,0,0,0,0,<a_36>,14,0.9285714285714286,other,395,Arctic Silver 5 AS5-3.5G Thermal Paste,other,<a_211><b_100><c_25>,<a_79><b_24><c_40>,0,0,0,1,0,1,0,1,0,1,<a_211>,45,0.6888888888888889,other,395,Arctic Silver 5 AS5-3.5G Thermal Paste,other,<a_211><b_100><c_25>,<a_165><b_107><c_20>,0,0,0,0,0,0,0,0,0,0,<a_211>,45,0.6888888888888889,other,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",adhesive_epoxy,<a_85><b_201><c_137>,<a_101><b_228><c_95>,0,0,0,1,0,1,0,1,0,1
1641,84,gauge_meter,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_38><b_126><c_62>,<a_68><b_39><c_19>,0,0,0,0,0,0,0,0,0,0,<a_38>,19,1.0,gauge_meter,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_241><b_85><c_125>,<a_131><b_6><c_0>,0,0,0,1,0,1,0,1,0,1,<a_241>,15,1.0,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_104><b_186><c_66>,<a_211><b_100><c_25>,0,0,0,0,0,0,0,0,0,0,<a_104>,60,0.6333333333333333,gauge_meter,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_104><b_186><c_66>,<a_211><b_100><c_25>,0,0,0,0,0,0,0,0,0,0,<a_104>,60,0.6333333333333333,gauge_meter,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_198><b_187><c_97>,<a_85><b_201><c_137>,0,0,0,0,0,0,0,0,0,0
1642,2754,other,"Hakko CHP 3-SA Stainless Steel Non-Magnetic Precision Tweezers with Very Fine Point Tips for Microelectronics Applications, 4-3/4"" Length",<a_157><b_183><c_230>,<a_170><b_18><c_169>,0,0,0,0,0,0,0,0,0,0,<a_157>,13,0.38461538461538464,other,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,<a_72><b_89><c_138>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_72>,9,0.8888888888888888,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_42><b_110><c_12>,<a_211><b_100><c_25>,0,0,0,0,0,0,0,0,0,0,<a_42>,100,0.48,other,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_42><b_110><c_12>,<a_211><b_100><c_25>,0,0,0,0,0,0,0,0,0,0,<a_42>,100,0.48,other,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_88><b_201><c_2>,<a_85><b_201><c_137>,0,0,0,1,0,1,0,1,0,1
1643,1559,other,"Hakko CHP 7-SA Stainless Steel Non-Magnetic Precision Tweezers with Very-Fine Point Curved Tips, 4-1/2"" Length",<a_157><b_183><c_96>,<a_157><b_78><c_101>,0,0,0,0,1,1,0,1,0,0,<a_157>,13,0.38461538461538464,other,698,"Industrial & Scientific"" />",metadata_placeholder,<a_72><b_141><c_197>,<a_220><b_59><c_150>,0,0,0,0,0,0,0,0,0,0,<a_72>,9,0.8888888888888888,other,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,<a_42><b_110><c_0>,<a_211><b_100><c_25>,0,1,1,1,0,1,0,1,0,1,<a_42>,100,0.48,other,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_42><b_110><c_0>,<a_211><b_100><c_25>,0,0,0,1,0,1,0,1,0,1,<a_42>,100,0.48,other,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_88><b_201><c_1>,<a_85><b_201><c_137>,0,1,1,1,0,1,0,1,0,1
1644,2046,fastener,"Qualihome Drywall and Hollow-wall Anchor Assortment Kit, Anchors, Screws, Wall Anchor Hooks, and Hollow-door Toggle, 112 Pieces",<a_187><b_15><c_36>,<a_157><b_78><c_101>,0,0,0,0,0,0,0,0,0,0,<a_187>,36,0.75,other,698,"Industrial & Scientific"" />",metadata_placeholder,<a_33><b_70><c_167>,<a_220><b_59><c_150>,0,0,0,0,0,0,0,0,0,0,<a_33>,17,0.5294117647058824,fastener,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,<a_224><b_63><c_1>,<a_42><b_110><c_0>,0,0,0,0,0,0,0,0,0,0,<a_224>,191,0.612565445026178,fastener,1559,"Hakko CHP 7-SA Stainless Steel Non-Magnetic Precision Tweezers with Very-Fine Point Curved Tips, 4-1/2"" Length",other,<a_224><b_63><c_1>,<a_211><b_100><c_25>,0,0,0,0,0,0,0,0,0,0,<a_224>,191,0.612565445026178,fastener,281,SE TL10 10-Piece Test Lead Set with Alligator Clips,other,<a_87><b_5><c_167>,<a_85><b_201><c_137>,0,0,0,0,0,0,0,0,0,0
1645,806,other,"HUMCO HOLDING GROUP 303950303963 Boric Acid Powder, 6 oz.",<a_243><b_184><c_107>,<a_89><b_146><c_8>,0,0,0,0,0,0,0,0,0,0,<a_243>,10,1.0,other,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_177><b_3><c_156>,<a_75><b_52><c_146>,0,0,0,0,0,0,0,0,0,0,<a_177>,20,0.9,other,367,J-B Weld 31314 Red High Temperature RTV Silicone Gasket Maker and Sealant - 3 oz.,adhesive_epoxy,<a_150><b_233><c_105>,<a_202><b_198><c_218>,0,0,0,0,0,0,0,0,0,0,<a_150>,116,0.9482758620689655,other,950,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear",tape,<a_150><b_233><c_105>,<a_165><b_159><c_154>,0,0,0,0,0,0,0,0,0,0,<a_150>,116,0.9482758620689655,other,1098,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,adhesive_epoxy,<a_148><b_89><c_37>,<a_177><b_238><c_218>,0,0,0,0,0,0,0,0,0,0
1646,2859,other,"WHITE RODGERS 586-902 CONTACTOR, SPST-NO, 12VDC, 200A, BRACKET",<a_69><b_129><c_157>,<a_222><b_129><c_22>,0,0,0,0,0,0,0,0,0,0,<a_69>,13,0.6153846153846154,other,800,"Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe",connector_fitting,<a_217><b_185><c_96>,<a_242><b_250><c_223>,0,0,0,0,0,0,0,0,0,0,<a_217>,17,0.6470588235294118,other,226,"Anderson Metals Brass Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Pipe",connector_fitting,<a_236><b_197><c_175>,<a_108><b_1><c_46>,0,0,0,0,0,0,0,0,0,0,<a_236>,84,0.7857142857142857,other,1035,"Anderson Metals Brass Pipe Fitting, 90 Degree Barstock Street Elbow, 3/8"" Male Pipe x 3/8"" Female Pipe",connector_fitting,<a_236><b_197><c_175>,<a_202><b_114><c_146>,0,0,0,0,0,0,0,0,0,0,<a_236>,84,0.7857142857142857,other,1397,"Electrical Tape 3/4"" x 66' UL/CSA several colors.",tape,<a_185><b_5><c_139>,<a_248><b_109><c_145>,0,0,0,0,0,0,0,0,0,0
1647,2756,other,"Tower Manufacturing 30438024 Auto-Reset 15 AMP Inline GFCI Triple Tap Cord, 2 Feet, Yellow",<a_20><b_253><c_39>,<a_160><b_8><c_0>,0,0,0,0,0,0,0,0,0,0,<a_20>,17,0.5294117647058824,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_205><b_186><c_78>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_205>,15,0.5333333333333333,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_23><b_177><c_40>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_23>,50,0.54,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_23><b_177><c_40>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_23>,50,0.54,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_185><b_22><c_124>,<a_233><b_41><c_27>,0,0,0,0,0,0,0,0,0,0
1648,94,other,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",<a_255><b_102><c_166>,<a_255><b_102><c_166>,1,1,1,1,1,1,1,1,1,1,<a_255>,19,0.7368421052631579,other,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_165><b_91><c_0>,<a_165><b_91><c_0>,1,1,1,1,1,1,1,1,1,1,<a_165>,16,0.5,connector_fitting,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_228><b_158><c_11>,<a_228><b_158><c_11>,1,1,1,1,1,1,1,1,1,1,<a_228>,96,0.5729166666666666,other,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_228><b_158><c_11>,<a_228><b_158><c_11>,1,1,1,1,1,1,1,1,1,1,<a_228>,96,0.5729166666666666,other,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_179><b_75><c_202>,<a_179><b_75><c_202>,1,1,1,1,1,1,1,1,1,1
1649,1248,other,"T-fal C51407 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 12-Inch, Red",<a_194><b_120><c_157>,<a_196><b_94><c_175>,0,0,0,0,0,0,0,0,0,0,<a_194>,13,1.0,other,96,1 X Hydrometer - Triple Scale,gauge_meter,<a_102><b_198><c_105>,<a_165><b_91><c_0>,0,0,0,0,0,0,0,0,0,0,<a_102>,7,1.0,other,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_14><b_233><c_185>,<a_228><b_158><c_11>,0,0,0,0,0,0,0,0,0,0,<a_14>,39,0.8974358974358975,other,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_14><b_233><c_185>,<a_228><b_158><c_11>,0,0,0,0,0,0,0,0,0,0,<a_14>,39,0.8974358974358975,other,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_125><b_155><c_207>,<a_179><b_169><c_135>,0,0,0,0,0,0,0,0,0,0
1650,1249,other,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",<a_194><b_120><c_0>,<a_194><b_120><c_0>,1,1,1,1,1,1,1,1,1,1,<a_194>,13,1.0,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_102><b_198><c_0>,<a_102><b_198><c_0>,1,1,1,1,1,1,1,1,1,1,<a_102>,7,1.0,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_14><b_233><c_0>,<a_14><b_233><c_0>,1,1,1,1,1,1,1,1,1,1,<a_14>,39,0.8974358974358975,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_14><b_233><c_0>,<a_14><b_233><c_0>,1,1,1,1,1,1,1,1,1,1,<a_14>,39,0.8974358974358975,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_125><b_155><c_0>,<a_125><b_155><c_0>,1,1,1,1,1,1,1,1,1,1
1651,1250,other,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",<a_194><b_120><c_0>,<a_194><b_120><c_0>,1,1,1,1,1,1,1,1,1,1,<a_194>,13,1.0,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_102><b_198><c_0>,<a_102><b_198><c_0>,1,1,1,1,1,1,1,1,1,1,<a_102>,7,1.0,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_14><b_233><c_0>,<a_14><b_233><c_0>,1,1,1,1,1,1,1,1,1,1,<a_14>,39,0.8974358974358975,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_14><b_233><c_0>,<a_14><b_233><c_0>,1,1,1,1,1,1,1,1,1,1,<a_14>,39,0.8974358974358975,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_125><b_155><c_0>,<a_125><b_155><c_0>,1,1,1,1,1,1,1,1,1,1
1652,448,other,SG-40 Silica Gel Dehumidifier Desiccant 40 Gram Orange/Green No Cobalt (II) Chloride,<a_177><b_118><c_159>,<a_194><b_120><c_0>,0,0,0,0,0,0,0,0,0,0,<a_177>,19,0.9473684210526315,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_238><b_66><c_5>,<a_102><b_198><c_0>,0,0,0,0,0,0,0,0,0,0,<a_238>,39,1.0,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_150><b_9><c_27>,<a_14><b_233><c_0>,0,0,0,0,0,0,0,0,0,0,<a_150>,116,0.9482758620689655,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_150><b_9><c_27>,<a_14><b_233><c_0>,0,0,0,0,0,0,0,0,0,0,<a_150>,116,0.9482758620689655,other,1249,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",other,<a_14><b_142><c_144>,<a_125><b_155><c_0>,0,0,0,0,0,0,0,0,0,0
