case_type,baseline,idx,family,item_id,target_title,target_sid_r693a,r693a_rank,v2_on_p05_rank,r693a_failure_type,r693a_top1_history_repeat,r693a_top10_repeat_count,r693a_top5_predictions,v2_on_p05_top5_predictions,r680a_rank,r680a_top5_predictions
r693a_miss_top1_history_repeat,,123,3d_filament,3113,Inland 1.75mm Silver PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_153>,,,leaf_or_ranking_miss_after_l2_hit,1,1,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm",,,
r693a_miss_top1_history_repeat,,124,3d_filament,2739,1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_220><b_17><c_135>,,,l2_routing_miss_after_l1_hit,1,1,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_212><b_17><c_91> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",,,
r693a_miss_top1_history_repeat,,125,3d_filament,3598,1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_220><b_17><c_20>,,,l2_routing_miss_after_l1_hit,1,1,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_212><b_17><c_91> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_224> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)",,,
r693a_miss_top1_history_repeat,,164,3d_filament,2419,"HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_178><b_154><c_1>,12.0,,leaf_or_ranking_miss_after_l2_hit,1,3,"<a_178><b_154><c_141> :: ids=[2472] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black
<a_178><b_154><c_50> :: ids=[444] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_46><c_65> :: ids=[2333] :: fam=3d_filament :: eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning
<a_178><b_154><c_88> :: ids=[3488] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Transparent Red",,,
r693a_miss_top1_history_repeat,,173,3d_filament,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_178><b_165><c_4>,,,l1_routing_miss,1,2,"<a_151><b_237><c_119> :: ids=[66] :: fam=other :: Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide
<a_129><b_68><c_172> :: ids=[54] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_243><b_224><c_0> :: ids=[1041] :: fam=gauge_meter :: Buna-N O-Ring Kit, 70A Durometer, 382 Pieces, 30 Sizes
<a_189><b_209><c_30> :: ids=[75] :: fam=other :: Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4",,,
r693a_miss_top1_history_repeat,,179,3d_filament,1222,"XFasten Transparent Filament Duct Tape, 2 Inches x 30 Yards",<a_31><b_29><c_84>,,,l2_routing_miss_after_l1_hit,1,2,"<a_40><b_72><c_127> :: ids=[201] :: fam=connector_fitting :: ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_109><b_7><c_247> :: ids=[1972] :: fam=other :: Hy-Ko Plastic Sign White 9"" X 12"" Protected By Video Surveillance Polystyrene
<a_40><b_18><c_9> :: ids=[521] :: fam=connector_fitting :: Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",,,
r693a_miss_top1_history_repeat,,195,3d_filament,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_145>,14.0,,l1_routing_miss,1,1,"<a_178><b_46><c_65> :: ids=[2333] :: fam=3d_filament :: eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning
<a_178><b_156><c_58> :: ids=[2157] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue
<a_178><b_156><c_59> :: ids=[2703] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black
<a_178><b_199><c_186> :: ids=[3267] :: fam=3d_filament :: Filabot TB1 Taulman BRIDGE Filament, 1.75 mm, White
<a_178><b_200><c_161> :: ids=[3521] :: fam=3d_filament :: Cutequeen 3D-PLA-1.75mm-1KG 3D Printer Filament,1.75 mm Diameter,Dimensional Accuracy +/- 0.05mm,1000g Spool,White",,,
r693a_miss_top1_history_repeat,,196,3d_filament,3470,SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC,<a_151><b_93><c_4>,,,l1_routing_miss,1,2,"<a_178><b_154><c_141> :: ids=[2472] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black
<a_178><b_252><c_162> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_154><c_50> :: ids=[444] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_178><b_165><c_53> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",,,
r693a_miss_top1_history_repeat,,211,3d_filament,2145,"ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)",<a_152><b_168><c_1>,,,l1_routing_miss,1,2,"<a_178><b_71><c_26> :: ids=[3601] :: fam=3d_filament :: Smartbuy 1.75mm Green PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_32> :: ids=[3537] :: fam=3d_filament :: Smartbuy 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_177> :: ids=[2994] :: fam=3d_filament :: Smartbuy 1.75mm Black PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_82> :: ids=[3663] :: fam=3d_filament :: Smartbuy 1.75mm Red PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_15> :: ids=[2758] :: fam=3d_filament :: Smartbuy 1.75mm Orange PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm",,,
r693a_miss_top1_history_repeat,,220,3d_filament,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_178><b_14><c_94>,36.0,,leaf_or_ranking_miss_after_l2_hit,1,2,"<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_165><c_53> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_165><c_4> :: ids=[1107] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",,,
r693a_miss_top1_history_repeat,,234,3d_filament,2474,BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs),<a_212><b_206><c_45>,,,l1_routing_miss,1,1,"<a_178><b_71><c_26> :: ids=[3601] :: fam=3d_filament :: Smartbuy 1.75mm Green PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_32> :: ids=[3537] :: fam=3d_filament :: Smartbuy 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_177> :: ids=[2994] :: fam=3d_filament :: Smartbuy 1.75mm Black PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_15> :: ids=[2758] :: fam=3d_filament :: Smartbuy 1.75mm Orange PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_130><b_181><c_74> :: ids=[665] :: fam=other :: 608 ZZ Skateboard Bearings, Double Shielded, Silver (Pack of 8)",,,
r693a_miss_top1_history_repeat,,235,3d_filament,1703,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)",<a_190><b_64><c_116>,,,l2_routing_miss_after_l1_hit,1,1,"<a_62><b_112><c_104> :: ids=[65] :: fam=other :: Shop-Vac 9197000 2.5-Inch Gutter Cleaning Kit
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_31><b_179><c_201> :: ids=[467] :: fam=tape :: 3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)
<a_211><b_154><c_68> :: ids=[513] :: fam=other :: Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply
<a_31><b_208><c_1> :: ids=[991] :: fam=tape :: Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black",,,
r693a_miss_top1_history_repeat,,244,3d_filament,2059,"MG Chemicals Wood 3D Printer Filament, 1.75mm, 0.5 Kg (1.1 lbs.) - Wood",<a_178><b_227><c_65>,32.0,,l2_routing_miss_after_l1_hit,1,1,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,,
r693a_miss_top1_history_repeat,,291,3d_filament,3454,Wangdd22 3D Printer J-head Hotend with Fan for 1.75mm 12v V6 Direct Filament Wade Extruder 0.4mm Nozzle+Volcano kit,<a_212><b_150><c_251>,,,l1_routing_miss,1,2,"<a_109><b_17><c_165> :: ids=[500] :: fam=other :: HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length
<a_109><b_17><c_3> :: ids=[1205] :: fam=other :: PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length
<a_109><b_17><c_59> :: ids=[108] :: fam=other :: Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length
<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_193><b_130><c_174> :: ids=[926] :: fam=other :: Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",,,
r693a_miss_top1_history_repeat,,319,3d_filament,164,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green",<a_178><b_252><c_96>,,,l2_routing_miss_after_l1_hit,1,1,"<a_178><b_12><c_24> :: ids=[162] :: fam=3d_filament :: USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool
<a_178><b_154><c_141> :: ids=[2472] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black
<a_178><b_154><c_50> :: ids=[444] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_178><b_12><c_3> :: ids=[892] :: fam=3d_filament :: Filament Outlet Black PLA 1.75mm 3D Printer Filament 1kg (2.2lbs) spool USA
<a_178><b_12><c_11> :: ids=[1845] :: fam=3d_filament :: Filament Outlet Blue PLA 1.75mm 3D Printer Filament 1kg (2.2lbs) spool USA",,,
r693a_miss_top1_history_repeat,,334,3d_filament,2736,Signswise 2 Pack 5mm 40T Extruder Driver Feeder Gear Bore for Makerbot Mk7 Mk8 3D Printer,<a_209><b_42><c_198>,,,l1_routing_miss,1,1,"<a_115><b_121><c_201> :: ids=[3055] :: fam=other :: TEMCo 18 AWG Copper Magnet Wire - 4 oz 50 ft 200&deg;C Magnetic Coil Winding
<a_115><b_121><c_191> :: ids=[1911] :: fam=gauge_meter :: uxcell 1 Meter 65 Flat width 40mm Dia Ratio 2:1 Heat Shrinkable Shrinking Tube Black
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_115><b_213><c_222> :: ids=[399] :: fam=other :: Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES
<a_115><b_121><c_72> :: ids=[613] :: fam=gauge_meter :: Remington Industries 22SNSP 22 AWG Magnet Wire, Enameled Copper Wire, 1.0 lb, 0.0263"" Diameter, 507' Length, Red",,,
r693a_miss_top1_history_repeat,,335,3d_filament,1758,Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds,<a_157><b_221><c_43>,,,l1_routing_miss,1,2,"<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_212><b_17><c_91> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3
<a_212><b_168><c_133> :: ids=[1848] :: fam=3d_filament :: Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer
<a_220><b_70><c_16> :: ids=[2731] :: fam=other :: BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)",,,
r693a_miss_top1_history_repeat,,447,3d_filament,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_178><b_150><c_117>,24.0,,l1_routing_miss,1,1,"<a_31><b_149><c_71> :: ids=[2467] :: fam=tape :: 1/8 inch x 55 yds Copper Foil Tape - (3mm x 50m) - EMI Shielding Conductive Adhesive
<a_31><b_149><c_156> :: ids=[2543] :: fam=tape :: TapeCase CFL-5CA Conductive Copper Foil 3/4"" x 6yds (1 Roll)
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_31><b_155><c_192> :: ids=[168] :: fam=tape :: Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft
<a_138><b_9><c_137> :: ids=[395] :: fam=other :: Arctic Silver 5 AS5-3.5G Thermal Paste",,,
r693a_miss_top1_history_repeat,,448,3d_filament,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",<a_220><b_17><c_237>,49.0,,l1_routing_miss,1,1,"<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
<a_178><b_20><c_140> :: ids=[1794] :: fam=3d_filament :: Filabot 910175 Taulman 910 Alloy, 1.75"" Filament Diameter, Natural
<a_212><b_17><c_91> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3",,,
r693a_miss_top1_history_repeat,,458,3d_filament,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_178><b_154><c_141>,,,l1_routing_miss,1,1,"<a_189><b_24><c_151> :: ids=[1457] :: fam=other :: Vacuum Pump - 12V
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_211><b_154><c_68> :: ids=[513] :: fam=other :: Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply
<a_231><b_198><c_94> :: ids=[800] :: fam=connector_fitting :: Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe
<a_209><b_196><c_135> :: ids=[42] :: fam=connector_fitting :: Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",,,
r693a_miss_top1_history_repeat,,461,3d_filament,3655,"eSUN 1.75mm Brown PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Brown",<a_178><b_101><c_25>,,,l2_routing_miss_after_l1_hit,1,2,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_26> :: ids=[3442] :: fam=3d_filament :: 3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_150> :: ids=[3466] :: fam=3d_filament :: 3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",,,
r693a_miss_top1_history_repeat,,465,3d_filament,164,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green",<a_178><b_252><c_96>,,,l2_routing_miss_after_l1_hit,1,1,"<a_178><b_71><c_26> :: ids=[3601] :: fam=3d_filament :: Smartbuy 1.75mm Green PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_177> :: ids=[2994] :: fam=3d_filament :: Smartbuy 1.75mm Black PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_32> :: ids=[3537] :: fam=3d_filament :: Smartbuy 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_15> :: ids=[2758] :: fam=3d_filament :: Smartbuy 1.75mm Orange PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm
<a_178><b_71><c_82> :: ids=[3663] :: fam=3d_filament :: Smartbuy 1.75mm Red PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm",,,
r693a_miss_top1_history_repeat,,473,3d_filament,2707,"eSUN 1.75mm Orange PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Orange",<a_178><b_101><c_224>,,,l2_routing_miss_after_l1_hit,1,3,"<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_178><b_20><c_140> :: ids=[1794] :: fam=3d_filament :: Filabot 910175 Taulman 910 Alloy, 1.75"" Filament Diameter, Natural
<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",,,
